chemistry,method,init_condition,fold,temperature_C,metric,value
NMC,2RC_UKF,oracle,US06,25,cc_accumulator_bias_pct,MISSING_not_applicable_to_actual_FP64_filter_build
NMC,2RC_UKF,oracle,US06,25,ocv_inversion_steps_illconditioned,MISSING_not_instrumented
NMC,2RC_UKF,oracle,US06,25,gamma_rail_hit_fraction,MISSING_not_instrumented
NMC,2RC_UKF,oracle,US06,45,q_soc_addition_lost_steps,MISSING_not_applicable_to_actual_FP64_filter_build
NMC,2RC_UKF,oracle,US06,45,p_update_quantization_ratio,MISSING_not_applicable_to_actual_FP64_filter_build
NMC,2RC_UKF,oracle,US06,45,rc_discretization_cancellation,MISSING_not_applicable_to_actual_FP64_filter_build
NMC,2RC_UKF,oracle,US06,45,covariance_asymmetry_max,MISSING_not_instrumented
NMC,2RC_UKF,oracle,US06,45,covariance_negative_eigen_steps,MISSING_not_instrumented
NMC,2RC_UKF,oracle,US06,45,cholesky_failure_steps,MISSING_not_instrumented
NMC,2RC_UKF,oracle,US06,45,cc_accumulator_bias_pct,MISSING_not_applicable_to_actual_FP64_filter_build
NMC,2RC_UKF,oracle,US06,45,ocv_inversion_steps_illconditioned,MISSING_not_instrumented
NMC,2RC_UKF,oracle,US06,45,gamma_rail_hit_fraction,MISSING_not_instrumented
NMC,Adaptive_2RC_EKF,oracle,US06,0,q_soc_addition_lost_steps,MISSING_not_applicable_to_actual_FP64_filter_build
NMC,Adaptive_2RC_EKF,oracle,US06,0,p_update_quantization_ratio,MISSING_not_applicable_to_actual_FP64_filter_build
NMC,Adaptive_2RC_EKF,oracle,US06,0,rc_discretization_cancellation,MISSING_not_applicable_to_actual_FP64_filter_build
NMC,Adaptive_2RC_EKF,oracle,US06,0,covariance_asymmetry_max,MISSING_not_instrumented
NMC,Adaptive_2RC_EKF,oracle,US06,0,covariance_negative_eigen_steps,MISSING_not_instrumented
NMC,Adaptive_2RC_EKF,oracle,US06,0,cholesky_failure_steps,MISSING_not_instrumented
NMC,Adaptive_2RC_EKF,oracle,US06,0,cc_accumulator_bias_pct,MISSING_not_applicable_to_actual_FP64_filter_build
NMC,Adaptive_2RC_EKF,oracle,US06,0,ocv_inversion_steps_illconditioned,MISSING_not_instrumented
NMC,Adaptive_2RC_EKF,oracle,US06,0,gamma_rail_hit_fraction,MISSING_not_instrumented
NMC,Adaptive_2RC_EKF,oracle,US06,25,q_soc_addition_lost_steps,MISSING_not_applicable_to_actual_FP64_filter_build
NMC,Adaptive_2RC_EKF,oracle,US06,25,p_update_quantization_ratio,MISSING_not_applicable_to_actual_FP64_filter_build
NMC,Adaptive_2RC_EKF,oracle,US06,25,rc_discretization_cancellation,MISSING_not_applicable_to_actual_FP64_filter_build
NMC,Adaptive_2RC_EKF,oracle,US06,25,covariance_asymmetry_max,MISSING_not_instrumented
NMC,Adaptive_2RC_EKF,oracle,US06,25,covariance_negative_eigen_steps,MISSING_not_instrumented
NMC,Adaptive_2RC_EKF,oracle,US06,25,cholesky_failure_steps,MISSING_not_instrumented
NMC,Adaptive_2RC_EKF,oracle,US06,25,cc_accumulator_bias_pct,MISSING_not_applicable_to_actual_FP64_filter_build
NMC,Adaptive_2RC_EKF,oracle,US06,25,ocv_inversion_steps_illconditioned,MISSING_not_instrumented
NMC,Adaptive_2RC_EKF,oracle,US06,25,gamma_rail_hit_fraction,MISSING_not_instrumented
NMC,Adaptive_2RC_EKF,oracle,US06,45,q_soc_addition_lost_steps,MISSING_not_applicable_to_actual_FP64_filter_build
NMC,Adaptive_2RC_EKF,oracle,US06,45,p_update_quantization_ratio,MISSING_not_applicable_to_actual_FP64_filter_build
NMC,Adaptive_2RC_EKF,oracle,US06,45,rc_discretization_cancellation,MISSING_not_applicable_to_actual_FP64_filter_build
NMC,Adaptive_2RC_EKF,oracle,US06,45,covariance_asymmetry_max,MISSING_not_instrumented
NMC,Adaptive_2RC_EKF,oracle,US06,45,covariance_negative_eigen_steps,MISSING_not_instrumented
NMC,Adaptive_2RC_EKF,oracle,US06,45,cholesky_failure_steps,MISSING_not_instrumented
NMC,Adaptive_2RC_EKF,oracle,US06,45,cc_accumulator_bias_pct,MISSING_not_applicable_to_actual_FP64_filter_build
NMC,Adaptive_2RC_EKF,oracle,US06,45,ocv_inversion_steps_illconditioned,MISSING_not_instrumented
NMC,Adaptive_2RC_EKF,oracle,US06,45,gamma_rail_hit_fraction,MISSING_not_instrumented
NMC,CC,oracle,US06,0,q_soc_addition_lost_steps,MISSING_not_instrumented
NMC,CC,oracle,US06,0,p_update_quantization_ratio,MISSING_not_instrumented
NMC,CC,oracle,US06,0,rc_discretization_cancellation,MISSING_not_instrumented
NMC,CC,oracle,US06,0,covariance_asymmetry_max,MISSING_not_instrumented
NMC,CC,oracle,US06,0,covariance_negative_eigen_steps,MISSING_not_instrumented
NMC,CC,oracle,US06,0,cholesky_failure_steps,MISSING_not_instrumented
NMC,CC,oracle,US06,0,cc_accumulator_bias_pct,MISSING_not_instrumented
NMC,CC,oracle,US06,0,ocv_inversion_steps_illconditioned,MISSING_not_instrumented
NMC,CC,oracle,US06,0,gamma_rail_hit_fraction,MISSING_not_instrumented
NMC,CC,oracle,US06,25,q_soc_addition_lost_steps,MISSING_not_instrumented
NMC,CC,oracle,US06,25,p_update_quantization_ratio,MISSING_not_instrumented
NMC,CC,oracle,US06,25,rc_discretization_cancellation,MISSING_not_instrumented
NMC,CC,oracle,US06,25,covariance_asymmetry_max,MISSING_not_instrumented
NMC,CC,oracle,US06,25,covariance_negative_eigen_steps,MISSING_not_instrumented
NMC,CC,oracle,US06,25,cholesky_failure_steps,MISSING_not_instrumented
NMC,CC,oracle,US06,25,cc_accumulator_bias_pct,MISSING_not_instrumented
NMC,CC,oracle,US06,25,ocv_inversion_steps_illconditioned,MISSING_not_instrumented
NMC,CC,oracle,US06,25,gamma_rail_hit_fraction,MISSING_not_instrumented
NMC,CC,oracle,US06,45,q_soc_addition_lost_steps,MISSING_not_instrumented
NMC,CC,oracle,US06,45,p_update_quantization_ratio,MISSING_not_instrumented
NMC,CC,oracle,US06,45,rc_discretization_cancellation,MISSING_not_instrumented
NMC,CC,oracle,US06,45,covariance_asymmetry_max,MISSING_not_instrumented
NMC,CC,oracle,US06,45,covariance_negative_eigen_steps,MISSING_not_instrumented
NMC,CC,oracle,US06,45,cholesky_failure_steps,MISSING_not_instrumented
NMC,CC,oracle,US06,45,cc_accumulator_bias_pct,MISSING_not_instrumented
NMC,CC,oracle,US06,45,ocv_inversion_steps_illconditioned,MISSING_not_instrumented
NMC,CC,oracle,US06,45,gamma_rail_hit_fraction,MISSING_not_instrumented
